nom,commune1,anneelivraison
Boulevard de la Croix Rousse,Lyon 1er Arrondissement,0
Sentier de la Bressonnière,Charbonnières-les-Bains,2021
Avenue Général Leclerc,Rillieux-la-Pape,2001
Rue du 1er mars 1943,Villeurbanne,2011
Rue Isaac,Grigny,2014
Rue Pléney,Lyon 1er Arrondissement,2016
Rue Saint François d'Assise,Lyon 1er Arrondissement,2016
Allée du Chemin de Fer,Lyon 6e Arrondissement,2009
Chemin de Meyzieu,Chassieu,0
Rue Vieille du Bourg,Givors,2016
Rue de la Buire,Lyon 3e Arrondissement,2014
Rue des Antonins,Villeurbanne,2011
Avenue Jean Jaurès,Saint-Priest,2018
Rue des Mésanges,Corbas,2012
Rue Louis Normand,Oullins,2020
Allée du Renard,Bron,0
Rue Guy Raffin,Grigny,2014
Avenue de la Rize,Villeurbanne,2020
Avenue Pierre Mendès France,Saint-Priest,0
Rue Président Salvador Allende,Vénissieux,2017
Rue Tupin,Lyon 2e Arrondissement,2016
Boulevard André Latarjet,Villeurbanne,2020
Rue Elisée Reclus,Décines-Charpieu,2016
Rue Claude Farrère,Saint-Priest,0
Rue Raspail,Oullins,2015
Chemin de l'Indiennerie,Saint-Cyr-au-Mont-d'Or,2019
Rue de la Convention,Oullins,2020
Boulevard de la Duchère,Lyon 9e Arrondissement,2014
Rue de Verdun,Pierre-Bénite,2017
Rue Moncey,Lyon 3e Arrondissement,2018
Rue Ferdinand Buisson,Lyon 3e Arrondissement,2019
Rue Jangot,Lyon 7e Arrondissement,2019
Rue des Meuniers,Vernaison,2016
Rue Monseigneur Lavarenne,Lyon 5e Arrondissement,2022
Rue du Grand Roule,La Mulatière,2020
Rue Louis Pradel,Corbas,0
Rue Saint Gervais,Lyon 8e Arrondissement,2017
Rue Pouteau,Lyon 1er Arrondissement,2016
Chemin de la Chardonnière,Francheville,2020
Rue Renan,Lyon 7e Arrondissement,2019
LEA,Meyzieu,2006
Quai Robichon-Malgontier,Givors,0
Rue de l'Alma,Lyon 1er Arrondissement,2016
Rue Elisée Reclus,Oullins,2020
Rue Gabriel Péri,Givors,0
Avenue de la Libération,Meyzieu,2021
Rue Léon Bourgeois,Bron,0
Boulevard Anatole France,Lyon 6e Arrondissement,2006
Rue François Forest,Sainte-Foy-lès-Lyon,2021
Avenue de Montmartin,Corbas,2012
Avenue B Cité Berliet,Saint-Priest,2012
Route de Saint Hilaire,Saint-Germain-au-Mont-d'Or,2021
Rue du 4 Août 1789,Villeurbanne,2015
Avenue de France,Décines-Charpieu,2015
Chemin de Cachenoix,Francheville,2013
Rue Danielle Casanova,Vénissieux,2017
Rue de la Claire,Lyon 9e Arrondissement,2017
Route de Vénissieux,Feyzin,2019
Rue de la Sarra,Oullins,2020
Rue Albert Camus,Bron,2017
Rue Pierre Valdo,Lyon 5e Arrondissement,2020
Voie verte place du Bassin,Givors,2019
Rue René Leynaud,Lyon 1er Arrondissement,2018
Rue Pasteur,Lyon 7e Arrondissement,2019
Rue Tronchet,Lyon 6e Arrondissement,2019
Rue Capitaine Robert Cluzan,Lyon 7e Arrondissement,2019
Rue du Stade,Écully,0
Rue Trarieux,Lyon 3e Arrondissement,2019
Rampe Pressensé Monnet,Saint-Fons,0
Rue des Martyrs de la Libération,Pierre-Bénite,2021
Rue Commandant Faurax,Lyon 6e Arrondissement,2020
Rue Rhonat,Villeurbanne,2019
Square Martin Luther King,Bron,2015
Allée de l'Orangerie,Lyon 6e Arrondissement,2009
Avenue Georges Rougé,Vaulx-en-Velin,2021
Rue Nuzilly,Caluire-et-Cuire,2020
Montée des Carmélites,Lyon 1er Arrondissement,2016
Rue d'Alsace,Décines-Charpieu,2019
Place César Geoffray,Lyon 5e Arrondissement,2019
Rue Antoine Lumière,Décines-Charpieu,2012
Rue Chavanne,Lyon 1er Arrondissement,2016
Rue Vauban,Lyon 6e Arrondissement,2019
Rue de Condé,Lyon 2e Arrondissement,2016
Avenue des Frères Lumière,Neuville-sur-Saône,2019
Rond-point Marennes/Mermoz,Corbas,0
Boulevard Laurent bonnevay,Villeurbanne,0
Rue du Cunier,Limonest,2021
Avenue de l'Europe,Rillieux-la-Pape,0
Voie verte Site sportif,Écully,2019
Rue Masaryk,Lyon 9e Arrondissement,2014
Rue de la Villette (contre-allée),Lyon 3e Arrondissement,2014
Avenue des Frères Lumière,Lyon 8e Arrondissement,2013
Cours Gambetta,Lyon 7e Arrondissement,2020
Rue Jonnès Carret,Lyon 9e Arrondissement,2020
Avenue Paul Santy,Lyon 8e Arrondissement,2017
Rue Jean Bajard,Pierre-Bénite,2024
Quai Paul Sédallian,Lyon 9e Arrondissement,2020
Place Bellecour Est,Lyon 2e Arrondissement,2022
Rue Marius Berliet,Lyon 8e Arrondissement,2020
Rue de Saint-Cyr,Lyon 9e Arrondissement,2023
Quai du Docteur Gailleton,Lyon 2e Arrondissement,2022
Quai Docteur Gailleton,Lyon 2e Arrondissement,2022
Quai Docteur Gailleton,Lyon 2e Arrondissement,2022
Rue de la Barre,Lyon 2e Arrondissement,2022
Rue Jonnès Carret,Lyon 9e Arrondissement,2020
Cours Gambetta,Lyon 7e Arrondissement,2020
Cours Gambetta,Lyon 7e Arrondissement,2018
"Rue André-Marie Ampère, de l'Avenir Croix-Roussien à François Peissel",Caluire-et-Cuire,2023
Espace Henry Vallée,Lyon 7e Arrondissement,2021
Espace Henry Vallée,Lyon 7e Arrondissement,2021
"Rue du Vercors, entre le n°9 et l'Avenue Tony Garnier",Lyon 7e Arrondissement,2022
"Rue Alexander Fleming, entre l'Allée Pierre de Coubertin et la Rue de Turin",Lyon 7e Arrondissement,2023
Rue Saint-Jean de Dieu,Lyon 7e Arrondissement,2022
Allée Pierre de Coubertin,Lyon 7e Arrondissement,2011
Avenue Paul Santy,Lyon 8e Arrondissement,2021
Rue Feuillat,Lyon 8e Arrondissement,2017
Avenue Jean Jaurès,Lyon 7e Arrondissement,2022
Boulevard du Parc d'Artillerie,Lyon 7e Arrondissement,2021
Allée Pierre de Coubertin,Lyon 7e Arrondissement,2022
Place Bellecour Ouest,Lyon 2e Arrondissement,2022
Rue de l'Epargne,Lyon 8e Arrondissement,2020
Quai Jules Courmont,Lyon 2e Arrondissement,2022
Pont Wilson,Lyon 2e Arrondissement,2022
Pont Wilson,Lyon 3e Arrondissement,2022
Rue Servient,Lyon 3e Arrondissement,2022
Quai Claude Bernard,Lyon 7e Arrondissement,2022
Rue de Saint-Cyr,Lyon 9e Arrondissement,2019
Pont de la Soie,Vaulx-en-Velin,0
Boulevard des Droits de l'Homme,Vaulx-en-Velin,2017
"Avenue de la République, entre Pl. Pierre Vauboin et Pl. Trois Renards",Tassin-la-Demi-Lune,2023
Rue Marius Berliet,Lyon 8e Arrondissement,2022
Rue Marius Berliet,Lyon 8e Arrondissement,2020
Chemin Notre Dame,Albigny-sur-Saône,2022
Avenue des Avoraux,Albigny-sur-Saône,2022
Montée du Chanoine Roullet,Albigny-sur-Saône,2022
Avenue des Avoraux,Albigny-sur-Saône,2022
Chemin des Carrières,Couzon-au-Mont-d'Or,2022
Allée du Fontanil,Vaulx-en-Velin,2022
"Montée du Clair, entre Route de La Tour de Salvagny et Chemin du Lavoir",Dardilly,2023
Rue Garilbadi,Lyon 3e Arrondissement,2022
Rue Garibaldi,Lyon 3e Arrondissement,2017
Rue Jean et Joséphine Peyri,Vaulx-en-Velin,2017
Avenue Jean Mermoz,Lyon 8e Arrondissement,2020
Rue des Ruffinières,Décines-Charpieu,2023
Rue Professeur Marcel Dargent,Lyon 8e Arrondissement,2017
Rue Claude Farrère,Lyon 3e Arrondissement,2020
Chemin de la Crepillère,Dardilly,2023
Rue Stéphane Coignet,Lyon 8e Arrondissement,2021
Allée des Orangères,Décines-Charpieu,2023
"Rue Paul Bert, entre l'Avenue Jean Macé et l'Avenue Jean Jaures",Décines-Charpieu,2023
Rue Champollion,Décines-Charpieu,2023
Quai de la Pêcherie,Lyon 2e Arrondissement,2021
"Rue Emile Duport, entre Rue Saint-Cyr et n°27",Lyon 9e Arrondissement,2023
"Rue Emile Duport, du n°27 à la Rue des Docks",Lyon 9e Arrondissement,2023
"Rue des Docks, de la Rue Antonin Laborde à la Rue du Four à Chaux",Lyon 9e Arrondissement,2023
Avenue Victor Hugo,Tassin-la-Demi-Lune,2020
"Rue Balland, du n°29 au n°25",Vaulx-en-Velin,2023
Quai de la Pêcherie,Lyon 1er Arrondissement,2023
"Rue Château Gaillard, du n°65 à la Rue René",Villeurbanne,2023
"Rue René, de Rue Château Gaillard à Rue du 8 Mai 1945",Villeurbanne,2023
Avenue Victor Hugo,Tassin-la-Demi-Lune,2021
"Chemin de Crépieux, entre Voie de la Dombes et Rue Jean Moulin",Caluire-et-Cuire,2023
"Rue du Grand Revoyet, entre Chemin du But et Chemin du Petit Revoyet",Saint-Genis-Laval,2023
Rue du Moriot,Montanay,2023
Rue du Mas Mathieu,Montanay,2023
Rue de la Grande Charrière,Montanay,2023
"Rue Coste, de Place Joannès Ambre à Rue de Maily",Caluire-et-Cuire,2023
Rue des Dîmes,Montanay,2023
"Chemin de Crépieux, entre Voie de la Dombes et Chemin Pierre Drevet",Caluire-et-Cuire,2022
Rue des Acacias,Montanay,2023
"Rue des Maures, de Rue Centrale au n°89",Montanay,2023
Chemin de la Tour,Montanay,2023
Rue Plasson et Chaize,Lyon 9e Arrondissement,2016
Rue Jean Marcuit,Lyon 9e Arrondissement,2019
"Rue des Docks, entre Rue de la Navigation et n°49",Lyon 9e Arrondissement,2023
"Rue des Docks, entre Rue Antonin Laborde et Rue de la Navigation",Lyon 9e Arrondissement,2023
Rue de l'Eglise,Irigny,2023
"Rue Emile Duport, de Rue des Docks à Quai du du Commerce",Lyon 9e Arrondissement,2023
Rue de la Fondarmée,Irigny,2023
Rue Delbourg,Irigny,2023
"Rue Jean et Joséphine Peyri, de Rue du Mail à Rue Antoine Saunier",Vaulx-en-Velin,2023
"Rue Antoine Saunier, de Rue Louis Béraud à Rue Jean et Jospéhine Peyri",Vaulx-en-Velin,2023
Rue Louis Béraud,Vaulx-en-Velin,2023
"Rue Jean et Joséphine Peyri, de Rue Jeanne Morel à Rue Antoine Saunier",Vaulx-en-Velin,2023
Rue Viricel,Lyon 6e Arrondissement,2021
"Voie sans dénomination, entre Rue Centrale et Chemin des Terreaux",Corbas,2023
Avenue David Ben Gourion,Lyon 9e Arrondissement,2021
Avenue Ben Gourion,Lyon 9e Arrondissement,2021
Avenue David Ben Gourion,Champagne-au-Mont-d'Or,2021
Avenue Ben Gourion,Lyon 9e Arrondissement,2021
Route du Grand Guillermet,Cailloux-sur-Fontaines,2023
Pont Morand,Lyon 1er Arrondissement,2011
Avenue Cabias,Lyon 4e Arrondissement,2023
"Avenue de Gadagne, entre Rue des Matyrs et Avenue Maréchal Foch",Saint-Genis-Laval,2004
Chemin Bressan,Neuville-sur-Saône,2022
Chemin de Parenty,Neuville-sur-Saône,2022
"Avenue de Gadagne, entre Chemin de Putet et Rue des Martyrs",Saint-Genis-Laval,2023
"Chemin de la Croix Rampeau, entre Place des Bouleaux et Chemin de la Clotre",Lissieu,2023
"Chemin de la Clotre, entre le n°21 te le n°29",Lissieu,2023
Chemin du Creuzet,Neuville-sur-Saône,2023
Avenue de Grande Bretagne,Lyon 6e Arrondissement,2020
Rue Jean Marie Charvieux,Fontaines-sur-Saône,2023
Route de Lyon,Rochetaillée-sur-Saône,2023
Quai Pierre Dupont,Rochetaillée-sur-Saône,2023
Route de Lyon,Rochetaillée-sur-Saône,2023
Place Maréchal Lyautey,Lyon 6e Arrondissement,2020
Route de Lyon,Rochetaillée-sur-Saône,0
Avenue 8 Mai 1945,Corbas,2023
Pont Lafayette,Lyon 2e Arrondissement,2023
Pont Lafayette,Lyon 6e Arrondissement,2023
Rue des Roséristes,Champagne-au-Mont-d'Or,2023
Rue de Saint Cyr,Lyon 9e Arrondissement,2023
Rue Arsène Claudy,Lyon 9e Arrondissement,2023
Rue des Brasseries,Lyon 9e Arrondissement,2023
"Rue Félix Mangini, entre Rue Joannès Carret et Rue Henri Lafoy",Lyon 9e Arrondissement,2023
"Rue Jean Marcuit, de Rue des Docks à Rue Joannès Carret",Lyon 9e Arrondissement,2023
"Rue Félix Mangini, entre Rue Henri Lafoy et Rue Jean Marcuit",Lyon 9e Arrondissement,2023
Rue Henri Lafoy,Lyon 9e Arrondissement,2023
Rue des Mûriers,Lyon 9e Arrondissement,2023
Rue Faidherbe,Sathonay-Camp,2023
Rue Françoise Giroud,Villeurbanne,2023
"Rue Michel Rocard, de la Rue Françoise Giroud à la Rue du 8 Mai 1945",Villeurbanne,2023
"Rue Michel Rocard, de la Rue Françoise Giroud à la Rue Octavie",Villeurbanne,2023
Rue Valentin Haüy,Villeurbanne,2023
Rue Malherbe,Villeurbanne,2021
"Chemin du Grand Revoyet, entre Rue A.du Coudray et Rue Calixtina Bac",Saint-Genis-Laval,2023
"Rue Darcieux, entre Rue A. du Coudray et Chemin de Chazelles",Saint-Genis-Laval,2023
"Rue Marceau, entre Chemin du Montrout et Rue Sully",Décines-Charpieu,2023
Rue Jean Meunier,Saint-Cyr-au-Mont-d'Or,2023
Rue des Docks,Lyon,2023
Rue Claude Fouilloux,Saint-Cyr-au-Mont-d'Or,2023
Rue Bouchet,Bron,2023
Rue Mansard,Villeurbanne,2023
Chemin du Lavoir,Dardilly,2023
"Chemin du Méruzin, entre la route de Limonest et le chemin des Seignes",Saint-Didier-au-Mont-d'Or,2023
Chemin des Quatre Vents,Dardilly,2023
"Chemin du Grégoire, entre le n°3 et le Chemin de la Liasse",Dardilly,2023
"Rue Joseph Moulin, entre Rue de Verdun et Rue du Pont de Chabrol",Craponne,2023
"Rue Jean-Claude Martin, entre Avenue Jean Bergeron et Rue des Terres Plates",Craponne,2023
Rue Vauban,Lyon 6e Arrondissement,2019
Rue Vauban,Lyon 6e Arrondissement,2019
Rue Vauban,Lyon 6e Arrondissement,2019
Quai du Docteur Gailleton,Lyon 2e Arrondissement,2022
Quai du Docteur Gailleton,Lyon 2e Arrondissement,2022
Place Antonin Poncet,Lyon 2e Arrondissement,2022
Quai Docteur Gailleton,Lyon 2e Arrondissement,2022
"Rue Racine, de Rue Bossuet à Rue Pierre Dupont",Neuville-sur-Saône,2023
"Rue Bossuet, de Avenue Gambetta à Rue Molière",Neuville-sur-Saône,2023
Chemin du Buisson,Neuville-sur-Saône,2023
"Rue Hélène, de la Rue Rey Loras à la Rue Jacques",Neuville-sur-Saône,2023
De l'Avenue Roger Salengro à la Rue Jacques Tati,Vaulx-en-Velin,2023
Rue Jean Jaurès,Meyzieu,2019
Rue Théophile Gautier,Meyzieu,2001
Chemin de la Brocadière,Dardilly,2023
Impasse Voie Romaine,Craponne,2023
Chemin des Buyat et de la Jardinière,Saint-Didier-au-Mont-d'Or,2023
Rue de Coblod,Vénissieux,2023
"Rue Joseph Moulin, entre Rue Centrale et Rue de Verdun",Craponne,2023
Boulevard des Oiseaux,Fontaines-sur-Saône,2023
Avenue du Camp,Fontaines-sur-Saône,2023
Cours Albert Thomas,Lyon 8e Arrondissement,2018
Quai des Célestins,Lyon 2e Arrondissement,2022
Rue P Bouvier,Fontaines-sur-Saône,2023
Rue Antoine Lumière,Lyon 8e Arrondissement,2021
Quai des Célestins,Lyon 2e Arrondissement,2022
Montée Roy,,2023
Boulevard de la Bataille de Stalingrad,Villeurbanne,2021
Rue Eugène Pottier,Vénissieux,2021
Rue Miriam Makeba,Lyon 8e Arrondissement,2022
Rue Colonel Arnaud Beltrame,Lyon 8e Arrondissement,2022
Rue Daisy Georges Martin,Irigny,2023
"Rue Miriam Makeba, de Rue Pierre Delore à Rue Antoine Dumont",Lyon 8e Arrondissement,2023
"Rue Miriam Makeba, de Rue Colonel Arnaud Beltrame à Rue Antoine Dumont",Lyon 8e Arrondissement,2023
Place Pierre Vauboin,Tassin-la-Demi-Lune,2023
Rue Antoine Dumont,Lyon 8e Arrondissement,2023
Rue Michel Servet,Villeurbanne,2021
"Avenue Jean Jaurès, entre Avenue Paul Marcelin et Avenue Pasteur",Décines-Charpieu,2014
